placeUrl,title,quote,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,samedi,dimanche,lundi,mardi,mercredi,jeudi,vendredi,imgUrl,isClaimed,latitude,longitude,query,timestamp,openingHours
"https://www.google.fr/maps/place/Au+Comptoir+d'Alice/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eaf1fcf4dcf5:0xa12166949d4dfb8f!8m2!3d45.7725149!4d4.8465205!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgERZnJlbmNoX3Jlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkRPR1Y2ZWxOQkVBRQ?hl=fr",Au Comptoir d'Alice,,"4,3",47,Restaurant français,·  Livraison,"42 Rue Duguesclin, 69006 Lyon, France","QRFW+2J Lyon, France",,+33 4 78 89 35 22,Fermé,Fermé,12h00–18h00,12h00–18h00,12h00–18h00,12h00–18h00,12h00–18h00,https://lh5.googleusercontent.com/p/AF1QipN5vGWiwjFepIRfebVO8Z9SXeAytPK1K1Fwkfbl=w408-h306-k-no,false,45.77256250000001,4.84656249999999,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:52:52.916Z,
"https://www.google.fr/maps/place/Restaurant+Le+Ph%C3%A9nicia/@45.7688012,4.8418262,16z/data=!4m7!1m3!2m2!1scafe+lyon+69006!6e5!3m2!1s0x47f4eaf7a8e7a61f:0x3372dae389360710!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgETbGViYW5lc2VfcmVzdGF1cmFudA?hl=fr",Restaurant Le Phénicia,,"4,6",107,Restaurant libanais,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"33 Rue Molière, 69006 Lyon, France","QR8V+73 Lyon, France",pheniciarestaurant.fr,+33 4 78 52 75 38,19h30–22h00,Fermé,"11h00–14h30, 19h00–21h30","11h00–14h30, 19h00–21h30","11h00–14h30, 19h00–21h30","11h00–14h30, 19h00–21h30","11h00–14h30, 19h00–21h30",https://lh5.googleusercontent.com/p/AF1QipOg8XVYYEiQ7UFdmVGZG2oFQskJdyt-gpRkmW8Y=w408-h304-k-no,true,45.7656875,4.842687499999997,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:52:55.429Z,
"https://www.google.fr/maps/place/Banh+Mi+Kitchen+Lyon/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4ebbbdda6fd31:0x62e7ba86fda1b3d5!8m2!3d45.7660552!4d4.8547459!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudA?hl=fr",Banh Mi Kitchen Lyon,,"4,6",37,Restaurant,·  Service aux tables  ·  Service au volant  ·  Livraison,"94 Rue Masséna, 69006 Lyon, France","QV83+CV Lyon, France",,+33 4 78 52 22 53,Fermé,Fermé,11h45–15h00,11h45–15h00,11h45–15h00,11h45–15h00,11h45–15h00,https://lh5.googleusercontent.com/p/AF1QipNsNh6pXDgUg4oe9s5PGb22w0laGhncZMXgKZ9B=w408-h725-k-no,true,45.76606249999999,4.854687499999997,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:52:58.442Z,
"https://www.google.fr/maps/place/Barils+lyon/@45.7660471,4.8502784,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eb5315b639ed:0x7865f5b98c957e7a!8m2!3d45.7700486!4d4.8504303!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudA?hl=fr",Barils lyon,,"4,4",28,Restaurant,·  Service aux tables  ·  Livraison,"47 Rue Garibaldi, 69006 Lyon, France","QV92+X5 Lyon, France",,+33 9 67 45 27 10,11h00–23h00,Fermé,Fermé,9h00–22h00,9h00–22h00,9h00–22h00,9h00–22h00,https://lh5.googleusercontent.com/p/AF1QipOkqmlSt4FPnrtwCaQtot4y862VQDqnjF4Lh2Gv=w408-h306-k-no,true,45.76993750000001,4.850437499999984,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:01.174Z,
"https://www.google.fr/maps/place/Restaurant+Le+Parloir/@45.7688012,4.8418262,16z/data=!4m7!1m3!2m2!1scafe+lyon+69006!6e5!3m2!1s0x47f4eaf7d948ff0b:0x4d65ade786012a15!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudA?hl=fr",Restaurant Le Parloir,,"4,5",188,Restaurant,·  Service aux tables  ·  Livraison,"23 Quai du Général Sarrail, 69006 Lyon, France","QR7R+FR Lyon, France",restaurantleparloir.fr,+33 4 78 52 13 59,Fermé,Fermé,11h00–15h00,11h00–15h00,11h00–15h00,11h00–15h00,11h00–15h00,https://lh5.googleusercontent.com/p/AF1QipNlzUisSOuUA-Wu53iqDL4dtZXa4AJH6wlVa4I-=w408-h306-k-no,true,45.76368749999999,4.8420625000000115,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:04.096Z,
"https://www.google.fr/maps/place/Bongoo+caf%C3%A9+Lyon+7+-+Boutique+et+D%C3%A9gustation/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eb7a6c920a01:0x656948d0afcac27b!8m2!3d45.7482078!4d4.8434109!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEMY29mZmVlX3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJOZDJGVGFXWlJFQUU?hl=fr",Bongoo café Lyon 7 - Boutique et Dégustation,,"4,6",42,Boutique de café,·  Service aux tables  ·  Livraison,"66 Avenue Jean Jaurès, 69007 Lyon, France","PRXV+79 Lyon, France",bongoocafe.com,+33 4 78 02 71 51,11h00–17h00,Fermé,Fermé,11h00–19h00,11h00–19h00,11h00–19h00,11h00–19h00,https://lh5.googleusercontent.com/p/AF1QipPbccUwdmv8cNqsMAYwX-aLA0TfLdI4AFjbYRWT=w408-h544-k-no,false,45.748187500000014,4.843437500000007,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:09.611Z,
"https://www.google.fr/maps/place/Au+coq+en+p%C3%A2te/@45.7481998,4.8390624,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4ea8cc89d8875:0xd0cb761d742affbd!8m2!3d45.7701336!4d4.8519426!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudA?hl=fr",Au coq en pâte,,"4,7",240,Restaurant,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"36 Rue Tête d'Or, 69006 Lyon, France","QVC2+2P Lyon, France",coqenpate.net,+33 4 78 93 54 25,Fermé,Fermé,7h30–14h00,7h30–14h00,7h30–14h00,7h30–14h00,7h30–14h00,https://lh5.googleusercontent.com/p/AF1QipNRtsDgNnzHd4JSynK4Fn-F3GU7lwxC4uW2wpMO=w427-h240-k-no,true,45.77006250000001,4.85181249999998,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:11.719Z,
"https://www.google.fr/maps/place/Brasserie+des+Brotteaux/@45.7688012,4.8418262,16z/data=!4m7!1m3!2m2!1scafe+lyon+69006!6e5!3m2!1s0x47f4ea892a91442d:0x1db5ad8c165adf08!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOUk5XOXRZVXhuRUFF?hl=fr",Brasserie des Brotteaux,Cette brasserie de 1913 sert une cuisine du marché créative dans un décor d’époque aux céramiques Art nouveau.,"4,1",685,Restaurant,·  Service aux tables  ·  Livraison,"1 Place Jules Ferry, 69006 Lyon, France","QV95+5G Lyon, France",brasseriedesbrotteaux.com,+33 4 72 74 03 98,"8h00–14h00, 19h30–22h30","10h30–15h00, 18h30–22h00","8h00–14h00, 19h30–22h30","8h00–14h00, 19h30–22h30","8h00–14h00, 19h30–22h30","8h00–14h00, 19h30–22h30","8h00–14h00, 19h30–22h30",https://lh5.googleusercontent.com/p/AF1QipOI9jZ2tk4xyANhHHvmlFpG8WmuhSUTeBIMbK4k=w408-h306-k-no,true,45.7679375,4.858812499999985,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:14.699Z,
"https://www.google.fr/maps/place/Caf%C3%A9+Vert/@45.7679697,4.8544372,16z/data=!4m7!1m3!2m2!1scafe+lyon+69006!6e5!3m2!1s0x47f4ebac4f001f37:0x1c01b6d04c7b97d5!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEQdmVnYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VObk1IUmhha2hCRUFF?hl=fr",Café Vert,,"4,4",295,Restaurant végétalien,·  Service aux tables  ·  Commandes à emporter,"1 Montée des Épies, 69005 Lyon, France","QR5F+2W Lyon, France",cafevert-lyon.fr,+33 9 81 33 20 33,"12h00–14h00, 18h00–21h00","12h00–14h00, 18h00–21h00",Fermé,Fermé,"12h00–14h00, 18h00–21h00","12h00–14h00, 18h00–21h00","12h00–14h00, 18h00–21h00",https://lh5.googleusercontent.com/p/AF1QipN8b_2lXg9Ra9l29wRsD77XAE76JEJPIf-mL2Hg=w408-h544-k-no,true,45.75756249999999,4.8248125000000215,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:17.464Z,
"https://www.google.fr/maps/place/Take+a+break/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4ea8cebebf8d9:0x421d713559543b76!8m2!3d45.7694729!4d4.853485!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgETbGViYW5lc2VfcmVzdGF1cmFudA?hl=fr",Take a break,,"4,8",55,Restaurant libanais,·  Service aux tables  ·  Service extérieur  ·  Livraison,"34 Cours Vitton, 69006 Lyon, France","QV93+Q9 Lyon, France",take-a-break.hubside.fr,+33 4 78 24 32 87,11h00–15h00,Fermé,11h00–15h00,11h00–15h00,11h00–15h00,11h00–15h00,11h00–15h00,https://lh5.googleusercontent.com/p/AF1QipNl-RGBuGT-lvgjuuGRzcK6uYiclLd2xf1qCDfU=w408-h412-k-no,true,45.76943750000002,4.853437499999998,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:20.231Z,
"https://www.google.fr/maps/place/Pokawa+Lyon+Vitton/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eb151653d93d:0x6190f94fd8649afd!8m2!3d45.7693008!4d4.8511392!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgETaGF3YWlpYW5fcmVzdGF1cmFudA?hl=fr",Pokawa Lyon Vitton,,"4,5",722,Restaurant hawaïen,·  Service aux tables  ·  Commandes à emporter  ·  Livraison sans contact,"10 Cours Vitton, 69006 Lyon, France","QV92+PF Lyon, France",pokawa.com,+33 4 22 61 05 68,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM-p4vxL3GTUx5nszK7qGsFaVKhBxESjcNM7mWD=w408-h406-k-no,false,45.7693125,4.851187499999995,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:23.101Z,
"https://www.google.fr/maps/place/Bagel+Corner/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eaf8c1689617:0x1575aaa35fc48070!8m2!3d45.7652564!4d4.8362195!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKYmFnZWxfc2hvcA?hl=fr",Bagel Corner,,"4,6",205,Baguelerie,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"24 Rue Neuve, 69002 Lyon, France","QR8P+4F Lyon, France",bagelcorner.fr,+33 9 86 47 25 63,Fermé,Fermé,11h00–14h30,11h00–14h30,11h00–14h30,11h00–14h30,11h00–14h30,https://lh5.googleusercontent.com/p/AF1QipNErDGLUnhKZgnKih6B3PE-K0dH0VWIPFIqDQxM=w408-h544-k-no,false,45.76531249999998,4.836187500000008,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:26.869Z,
"https://www.google.fr/maps/place/Kaffee+Berlin/@45.7688012,4.8418262,16z/data=!4m7!1m3!2m2!1scafe+lyon+69006!6e5!3m2!1s0x47f4ebcc5f8cd255:0x39d1641f70249dfc!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNNGQxcGZWRVZSRUFF?hl=fr",Kaffee Berlin,,"3,7",111,Restaurant,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"159 Boulevard de la Croix-Rousse, 69004 Lyon, France","QRFJ+RC Lyon, France",kaffeeberlin.com,+33 4 72 27 85 54,10h00–0h00,11h00–23h00,10h00–0h00,10h00–0h00,10h00–0h00,10h00–0h00,10h00–0h00,https://lh5.googleusercontent.com/p/AF1QipP8FsTqgB9okMtFr16YyWWmBpEUX98B9WRDfxMw=w408-h306-k-no,false,45.774562500000016,4.831062500000016,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:30.173Z,
"https://www.google.fr/maps/place/Caf%C3%A9+du+Mus%C3%A9e/@45.7746156,4.8267409,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eac05eaca67b:0x6ba4f975045b357c!8m2!3d45.784225!4d4.8527558!15sCg9jYWZlIGx5b24gNjkwMDaSAQRjYWZl?hl=fr",Café du Musée,,"3,0",51,Café,·  Livraison,"Porte de l'Atrium, 69006 Lyon, France","QVM3+M4 Lyon, France",,+33 4 37 42 61 09,11h00–19h00,11h00–19h00,11h00–19h00,11h00–18h00,11h00–19h00,11h00–19h00,11h00–19h00,https://lh5.googleusercontent.com/p/AF1QipOWECfWqxv0SOpZydHXJRgr_2fHArfLFGM_9oei=w426-h240-k-no,false,45.78418749999999,4.852812499999985,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:33.067Z,
"https://www.google.fr/maps/place/Casareccio/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eaf3dbf9e94f:0x19a836c87a10c66d!8m2!3d45.769697!4d4.8469085!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgESaXRhbGlhbl9yZXN0YXVyYW50?hl=fr",Casareccio,,"4,4",322,Restaurant italien,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"90 Rue Duguesclin, 69006 Lyon, France","QR9W+VP Lyon, France",,+33 4 78 94 39 18,18h00–22h00,18h00–22h00,"11h30–14h00, 17h30–22h00","11h30–14h00, 17h30–22h00","11h30–14h00, 17h30–22h00","11h30–14h00, 17h30–22h00","11h30–14h00, 17h30–22h00",https://lh5.googleusercontent.com/p/AF1QipOcuL6jsUKpGz02wMkD6vyDgJnYpt1IpXDrpWwx=w408-h271-k-no,true,45.76968750000002,4.846812499999984,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:35.899Z,
"https://www.google.fr/maps/place/Le+Viet+Nam/@45.7688012,4.8418262,16z/data=!4m7!1m3!2m2!1scafe+lyon+69006!6e5!3m2!1s0x47f4eaf334b09bc7:0x326d7e2f8267cb96!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEVdmlldG5hbWVzZV9yZXN0YXVyYW50?hl=fr",Le Viet Nam,,"4,3",111,Restaurant vietnamien,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"16 Cours Vitton, 69006 Lyon, France","QV92+MM Lyon, France",restaurant-viet-nam.fr,+33 4 78 24 48 09,"12h00–14h00, 18h30–20h00",Fermé,Fermé,"12h00–14h00, 18h30–20h00","12h00–14h00, 18h30–20h00","12h00–14h00, 18h30–20h00","12h00–14h00, 18h30–20h00",https://lh5.googleusercontent.com/p/AF1QipP9cjC5OG_AzTRnKXQKVphBiqA5CqWuXyO4_4Xm=w408-h272-k-no,true,45.7691875,4.851687499999983,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:39.137Z,
"https://www.google.fr/maps/place/Restaurant+Cazenove+de+Pierre+ORSI/@45.7688012,4.8418262,16z/data=!4m7!1m3!2m2!1scafe+lyon+69006!6e5!3m2!1s0x47f4eaf3a66bca2f:0x70c4a20ab8d2a17!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudA?hl=fr",Restaurant Cazenove de Pierre ORSI,"Fins plats traditionnels entre murs et étoffes rouges, nappes blanches, argenterie et banquettes capitonnées.","4,6",185,Restaurant,·  Service aux tables  ·  Livraison,"75 Rue Boileau, 69006 Lyon, France","QR9X+VJ Lyon, France",le-cazenove.com,+33 4 78 89 82 92,Fermé,Fermé,"12h00–13h30, 20h00–21h30","12h00–13h30, 20h00–21h30","12h00–13h30, 20h00–21h30","12h00–13h30, 20h00–21h30","12h00–13h30, 20h00–21h30",https://lh5.googleusercontent.com/p/AF1QipOE8KXKmNJi1Jp5uMV2Y61goBrfdWIxV2sZ8Urg=w408-h284-k-no,true,45.76968750000002,4.8490625000000165,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:41.864Z,
"https://www.google.fr/maps/place/Le+Pain+de+Sucre/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4ea8b99007c2b:0xd104e278f9d05e79!8m2!3d45.7667582!4d4.854626!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEUYnJhemlsaWFuX3Jlc3RhdXJhbnQ?hl=fr",Le Pain de Sucre,Saveurs brésiliennes dans un cadre tropical au mobilier clair et aux murs jaunes ornés de peintures colorées.,"4,3",484,Restaurant brésilien,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"82 Rue Masséna, 69006 Lyon, France","QV83+PV Lyon, France",lepaindesucre-lyon.fr,+33 4 72 74 17 09,19h00–23h30,Fermé,Fermé,19h00–23h30,19h00–23h30,19h00–23h30,19h00–23h30,https://lh5.googleusercontent.com/p/AF1QipOmIVujDWpEY3Kqy3sCZr-VSA9ZzXfI3IP1gw2N=w408-h240-k-no-pi0-ya24.119526-ro-0-fo100,true,45.76681249999997,4.854687499999997,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:44.952Z,
"https://www.google.fr/maps/place/Le+Mar%C3%A9lie+Brotteaux/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eb15a2589ba1:0xfa212f8ea88f40e!8m2!3d45.7639576!4d4.8576475!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEIY3JlcGVyaWU?hl=fr",Le Marélie Brotteaux,,"4,5",222,Crêperie,·  Service aux tables  ·  Commandes à emporter,"57 Boulevard des Brotteaux, 69006 Lyon, France","QV75+H3 Lyon, France",restaurant-creperie-lemarelie.fr,+33 4 78 41 70 08,"12h00–14h00, 18h30–21h30",Fermé,"12h00–14h00, 18h30–21h30","12h00–14h00, 18h30–21h30","12h00–14h00, 18h30–21h30","12h00–14h00, 18h30–21h30","12h00–14h00, 18h30–21h30",https://lh5.googleusercontent.com/p/AF1QipOT8lVtIjBdrxBgIZTfdcB3iisblZ9diyIu6uxx=w408-h305-k-no,true,45.76393749999998,4.857687499999983,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:47.811Z,
"https://www.google.fr/maps/place/Comptoir+43/@45.7688012,4.8418262,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4eaf26c177203:0x2e53220797ab9f4b!8m2!3d45.7719617!4d4.8487638!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgERamV3aXNoX3Jlc3RhdXJhbnQ?hl=fr",Comptoir 43,,"4,3",150,Restaurant juif,·  Service aux tables  ·  Commandes à emporter,"43 Rue Boileau, 69006 Lyon, France","QRCX+QC Lyon, France",eatbu.com,+33 4 37 43 27 42,Fermé,"10h00–15h30, 19h00–0h30","10h00–15h30, 19h00–0h30","10h00–15h30, 19h00–0h30","10h00–15h30, 19h00–0h30","10h00–15h30, 19h00–0h30",Fermé,https://lh5.googleusercontent.com/p/AF1QipMwSybvGNcSPvSNk2E4Vuc7sff8qXLUbW2YVxWZ=w426-h240-k-no,true,45.77193750000002,4.848562500000028,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:53.825Z,
"https://www.google.fr/maps/place/L'inaTTendu/@45.7688012,4.8418262,16z/data=!4m7!1m3!2m2!1scafe+lyon+69006!6e5!3m2!1s0x47f4ea8c706fda33:0xbc3df923ef5a5df1!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgERZnJlbmNoX3Jlc3RhdXJhbnQ?hl=fr",L'inaTTendu,Des plats traditionnels français servis dans un cadre simple ornés de tableaux modernes.,"4,7",429,Restaurant français,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"95 Rue Bossuet, 69006 Lyon, France","QV94+82 Lyon, France",linattendulyon.fr,+33 4 37 24 13 44,11h00–19h00,11h15–14h00,11h00–19h00,11h00–19h00,11h00–19h00,11h00–19h00,11h00–19h00,https://lh5.googleusercontent.com/p/AF1QipO0YIMaXSMbWHRnwjkNVNPEU1aeN6y44UZGMCeU=w408-h272-k-no,true,45.76831250000002,4.855062499999988,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:56.356Z,
"https://www.google.fr/maps/place/Kaffee+Berlin/@45.768337,4.8507266,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4ea5595895555:0x2c75929c818f2b50!8m2!3d45.7627842!4d4.8331204!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSQmFsQlFkVXRuRUFF?hl=fr",Kaffee Berlin,,"4,3",926,Restaurant,·  Service aux tables  ·  Commandes à emporter  ·  Livraison,"4 Rue Tupin, 69002 Lyon, France","QR7M+46 Lyon, France",kaffeeberlin.com,+33 4 78 59 61 45,10h00–0h00,11h00–23h00,10h00–0h00,10h00–0h00,10h00–0h00,10h00–0h00,10h00–0h00,https://lh5.googleusercontent.com/p/AF1QipNWu2hRsj_g_zeEDVgYmF3lrqs8n7SEXkZ8hX1j=w408-h272-k-no,false,45.76281249999998,4.833062499999997,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:53:59.146Z,
"https://www.google.fr/maps/place/Restaurant+Caf%C3%A9+Comptoir+Le+B%C3%A9ranger/@45.7688012,4.8418262,16z/data=!4m7!1m3!2m2!1scafe+lyon+69006!6e5!3m2!1s0x47f4ea8fa7a91875:0x8c572863d1d86fcf!15sCg9jYWZlIGx5b24gNjkwMDaSARFmcmVuY2hfcmVzdGF1cmFudA?hl=fr",Restaurant Café Comptoir Le Béranger,,"4,2",98,Restaurant français,·  Commandes à emporter  ·  Livraison,"1 Rue Béranger, 69006 Lyon, France","QVC6+29 Lyon, France",,+33 4 78 52 38 68,Fermé,Fermé,8h00–16h00,8h00–16h00,8h00–16h00,8h00–16h00,Ouvert jour et nuit,https://lh5.googleusercontent.com/p/AF1QipMiQvdfvLInKtERqXJheTcwz22Bvzaw57BjzqWC=w408-h306-k-no,false,45.77006250000001,4.8609374999999915,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:54:02.218Z,
"https://www.google.fr/maps/place/Le+Simple+Go%C3%BBt+Des+Choses/@45.7700166,4.8565195,16z/data=!4m10!1m3!2m2!1scafe+lyon+69006!6e5!3m5!1s0x47f4ea8e86281d6d:0xd1914f3c660151fe!8m2!3d45.7698876!4d4.8580823!15sCg9jYWZlIGx5b24gNjkwMDZaFwoEY2FmZSIPY2FmZSBseW9uIDY5MDA2kgEKcmVzdGF1cmFudA?hl=fr",Le Simple Goût Des Choses,"Bois blond, chaises modernes et hauteur sous plafond avec, au menu, une cuisine française simple et soignée.","4,6",234,Restaurant,·  Service aux tables  ·  Livraison,"84 Cours Vitton, 69006 Lyon, France","QV95+W6 Lyon, France",lesimplegoutdeschoses.fr,+33 4 78 52 47 28,19h00–21h45,Fermé,"12h00–13h45, 19h00–21h30","12h00–13h45, 19h00–21h30","12h00–13h45, 19h00–21h30","12h00–13h45, 19h00–21h30","12h00–13h45, 19h00–21h30",https://lh5.googleusercontent.com/p/AF1QipNHKGkbwjX02QaKxwI1ph9HkrigBaW9Kirm3bvL=w408-h306-k-no,true,45.769812500000015,4.858062499999974,"https://www.google.fr/maps/search/cafe+lyon+69006/@45.7688014,4.8418262,16z/data=!3m1!4b1",2021-05-08T11:54:04.754Z,
